index,question,match_time(s),matched_fields
208,在2020年12月年报(含半年报)中，宝盈祥裕增强回报混合C基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,0.082,"基金股票持仓明细表-所在证券市场, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-市值, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
209,在2021年12月年报(含半年报)中，博时鑫荣稳健混合C基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,0.078,"基金股票持仓明细表-所在证券市场, 基金股票持仓明细表-市值, 基金可转债持仓明细表-所在证券市场, 基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
210,2020年二季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,0.057,"基金规模变动表-报告期基金总赎回份额, 基金规模变动表-报告期基金总申购份额, 基金规模变动表-报告期期末基金总份额, 基金日行情表-单位净值, 基金规模变动表-报告期期初基金总份额, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
211,请问股票代码为002158的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,0.057,"A股票日行情表-成交量(股), 港股票日行情表-成交量(股), A股票日行情表-交易日, 港股票日行情表-交易日, A股票日行情表-股票代码, 基金股票持仓明细表-股票代码, 基金日行情表-交易日期, A股票日行情表-成交金额(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
212,查询下基金代码167507的基金，它的基金类型是？,0.041,"基金基本信息表-基金类型, 基金股票持仓明细表-基金代码, 基金债券持仓明细表-基金代码, 基金可转债持仓明细表-基金代码, 基金规模变动表-基金代码, 基金日行情表-基金代码, 基金基本信息表-基金代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
213,在2019年报中，汇添富中证长三角一体化发展主题ETF联接A基金第八大重仓股的代码和股票名称是什么？,0.05,"基金债券持仓明细表-第N大重仓股, 基金股票持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-股票名称, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-所在证券市场, A股公司行业划分表-股票代码, 基金可转债持仓明细表-对应股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
214,在2019年报中，东方红睿华沪港深灵活配置混合(LOF)A基金第六大重仓股的代码和股票名称是什么？,0.061,"基金股票持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-所在证券市场, 基金股票持仓明细表-股票名称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
215,请查询：在20210611，属于申万二级一般零售行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,0.075,"A股票日行情表-成交金额(元), 港股票日行情表-成交金额(元), 港股票日行情表-成交量(股), A股票日行情表-成交量(股), A股公司行业划分表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额, 基金份额持有人结构表-机构投资者持有的基金份额占总份额比例"
216,请问股票代码为002771的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,0.057,"A股票日行情表-成交量(股), 港股票日行情表-成交量(股), A股票日行情表-交易日, 港股票日行情表-交易日, 基金股票持仓明细表-股票代码, A股票日行情表-股票代码, A股票日行情表-成交金额(元), 基金日行情表-交易日期, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
217,"帮我算一下在20190114,代码为00080的港股日价格振幅是多少，小数点后保留不超过3位。",0.053,"港股票日行情表-今开盘(元), 港股票日行情表-昨收盘(元), 港股票日行情表-收盘价(元), 港股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-交易日, 港股票日行情表-最高价(元), 港股票日行情表-最低价(元), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
218,"帮我算一下在20201222,代码为02198的港股日价格振幅是多少，小数点后保留不超过3位。",0.049,"港股票日行情表-今开盘(元), 港股票日行情表-昨收盘(元), 港股票日行情表-收盘价(元), 港股票日行情表-成交量(股), 港股票日行情表-成交金额(元), 港股票日行情表-交易日, 港股票日行情表-最高价(元), 港股票日行情表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
219,在2021年报中，平安安享灵活配置混合C基金第八大重仓股的代码和股票名称是什么？,0.054,"基金股票持仓明细表-第N大重仓股, 基金债券持仓明细表-第N大重仓股, 基金可转债持仓明细表-第N大重仓股, 基金股票持仓明细表-股票名称, 基金股票持仓明细表-股票代码, 基金股票持仓明细表-基金简称, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例, 基金份额持有人结构表-个人投资者持有的基金份额"
220,股票600757在20200915日期中的收盘价是多少?（小数点保留3位）,0.045,"A股票日行情表-收盘价(元), A股票日行情表-昨收盘(元), A股票日行情表-今开盘(元), A股票日行情表-股票代码, 港股票日行情表-昨收盘(元), A股票日行情表-成交量(股), 港股票日行情表-今开盘(元), 基金股票持仓明细表-股票代码, 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
221,请帮我计算，在20190312，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,0.113,"A股公司行业划分表-股票代码, A股票日行情表-成交量(股), A股票日行情表-股票代码, A股公司行业划分表-一级行业名称, A股票日行情表-最高价(元), 港股票日行情表-股票代码, 港股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度, 基金份额持有人结构表-个人投资者持有的基金份额占总份额比例"
222,我想知道股票600887在申万行业分类下的二级行业是什么？用最新的数据。,0.047,"A股公司行业划分表-二级行业名称, A股公司行业划分表-股票代码, A股公司行业划分表-行业划分标准, A股公司行业划分表-一级行业名称, A股票日行情表-股票代码, 基金股票持仓明细表-股票代码, 基金可转债持仓明细表-对应股票代码, A股票日行情表-成交量(股), 基金份额持有人结构表-报告类型, 基金份额持有人结构表-定期报告所属年度"
